informacoes_profissionais.nivel_profissional,formacao_e_idiomas.nivel_academico,formacao_e_idiomas.nivel_ingles,perfil_vaga.nivel profissional,perfil_vaga.nivel_academico,perfil_vaga.nivel_ingles,informacoes_profissionais.area_atuacao,perfil_vaga.areas_atuacao,informacoes_basicas.tipo_contratacao,match_nivel_profissional,match_nivel_academico,match_nivel_ingles,match_area_atuacao
,,,sênior,ensino médio completo,avançado,,ti - desenvolvimento/programação-ti - processos e negócios-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,mestrado completo,fluente,sênior,ensino superior completo,nenhum,"ti - desenvolvimento/programação, ti - governança, ti - processos e negócios, ti - projetos",ti - projetos-,hunting,0,0,0,0
sênior,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,básico,,ti - projetos-,"clt full, clt cotas, pj/autônomo",0,0,0,0
,,,analista,ensino superior cursando,básico,,ti - suporte-,"clt full, clt cotas, pj/autônomo",0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,básico,"ti - processos e negócios, ti - sap",ti - sap-,"pj/autônomo, clt cotas",0,0,0,0
,ensino médio completo,nenhum,analista,ensino superior completo,básico,ti - suporte,ti - suporte-,clt cotas,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - processos e negócios,ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,especialista,ensino superior completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,intermediário,júnior,ensino superior completo,básico,financeira/controladoria,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,pós graduação completo,básico,analista,ensino superior completo,básico,recursos humanos,recursos humanos-,clt full,0,0,1,0
,,,sênior,ensino médio completo,básico,,financeira/controladoria-,pj/autônomo,0,0,0,0
,,básico,sênior,ensino superior completo,intermediário,,ti - infraestrutura-,,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - qualidade/testes-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,básico,pleno,ensino superior completo,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"clt full, clt cotas, cooperado, pj/autônomo",0,0,0,0
,,,pleno,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,coordenador,ensino médio completo,fluente,,ti - projetos-,cooperado,0,0,0,0
,mestrado completo,avançado,analista,ensino superior completo,básico,"ti - desenvolvimento/programação, ti - governança, ti - processos e negócios, ti - projetos",ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,"administrativa, financeira/controladoria",ti - projetos-,"clt full, pj/autônomo",0,1,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,pós graduação completo,básico,,ti - projetos-,clt full,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,ti - banco de dados,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,pós graduação completo,fluente,pleno,ensino superior completo,avançado,ti - sap,ti - sap-,cooperado,0,0,0,0
,mestrado completo,intermediário,sênior,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,especialista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,especialista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,básico,,ti - sap-,hunting,0,0,0,0
,,,júnior,ensino superior cursando,intermediário,,ti - infraestrutura-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,sênior,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - sistemas e ferramentas-,,0,0,1,0
,pós graduação cursando,fluente,sênior,ensino médio completo,fluente,"ti - projetos, ti - sap",ti - sap-,cooperado,0,0,1,0
,pós graduação completo,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,básico,recursos humanos,gestão e alocação de recursos de ti-,clt cotas,0,0,1,0
,pós graduação completo,intermediário,sênior,ensino superior completo,fluente,recursos humanos,recursos humanos-,,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - sap,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior completo,intermediário,pleno,ensino superior completo,técnico,ti - desenvolvimento/programação,ti - projetos-,hunting,0,1,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,hunting,0,0,0,0
especialista,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior incompleto,nenhum,,recursos humanos-,clt full,0,0,0,0
,ensino superior cursando,básico,analista,ensino superior completo,básico,"ti - desenvolvimento/mobile, ti - infraestrutura, ti - qualidade/testes",ti - projetos-,"pj/autônomo, clt full",0,0,1,0
,,,pleno,ensino superior completo,básico,,ti - sap-,hunting,0,0,0,0
,,,pleno,ensino superior completo,intermediário,,ti - processos e negócios-,"clt full, clt cotas, cooperado, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,,0,0,0,0
,,,gerente,ensino superior completo,nenhum,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,hunting,0,0,0,0
,ensino superior cursando,fluente,sênior,ensino técnico completo,nenhum,"ti - arquitetura, ti - desenvolvimento/design, ti - desenvolvimento/mobile, ti - desenvolvimento/programação, ti - sistemas e ferramentas",ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino superior completo,básico,,ti - projetos-,"clt full, clt cotas, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino superior completo,intermediário,ti - processos e negócios,ti - sistemas e ferramentas-,clt full,0,1,1,0
,ensino superior cursando,intermediário,assistente,ensino médio completo,nenhum,administrativa,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,fluente,,ti - projetos-ti - sap-,pj/autônomo,0,0,0,0
,mestrado completo,básico,pleno,ensino médio completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior incompleto,nenhum,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino médio completo,fluente,,ti - sap-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,hunting,0,0,0,0
,ensino superior completo,,analista,ensino superior completo,avançado,"ti - desenvolvimento/programação, ti - infraestrutura, ti - telecom",ti - desenvolvimento/programação-,clt full,0,1,0,0
,,,pleno,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - sistemas e ferramentas-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - telecom-,hunting,0,0,0,0
,,,coordenador,ensino superior completo,fluente,,ti - suporte-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino superior completo,intermediário,marketing,ti - sistemas e ferramentas-,hunting,0,0,1,0
,,,gerente,ensino superior completo,fluente,,ti - qualidade/testes-,cooperado,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,clt full,0,0,0,0
,,,júnior,ensino técnico completo,nenhum,,ti - telecom-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - qualidade/testes-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sistemas e ferramentas-,hunting,0,0,0,0
,mestrado cursando,intermediário,pleno,ensino técnico completo,fluente,"comercial, gestão e alocação de recursos de ti, marketing, novos negócios e parcerias, ti - governança, ti - processos e negócios, ti - projetos, ti - sap, ti - suporte",gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,básico,,recursos humanos-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/mobile-,hunting,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,assistente,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,mestrado cursando,avançado,sênior,ensino superior completo,avançado,"ti - processos e negócios, ti - projetos, ti - qualidade/testes, ti - sap",ti - projetos-,pj/autônomo,0,0,1,0
,pós graduação completo,avançado,sênior,ensino superior completo,nenhum,,ti - sap-,cooperado,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,intermediário,pleno,ensino superior completo,avançado,"ti - governança, ti - processos e negócios, ti - projetos, ti - qualidade/testes, ti - sap, ti - sistemas e ferramentas, ti - suporte",ti - sap-,hunting,0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,básico,ti - processos e negócios,ti - qualidade/testes-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,sênior,ensino superior cursando,avançado,marketing,ti - sistemas e ferramentas-,pj/autônomo,0,0,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,ensino superior cursando,básico,analista,ensino superior completo,básico,recursos humanos,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,,,assistente,ensino superior cursando,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,"pj/autônomo, cooperado",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,ensino superior incompleto,avançado,analista,ensino superior completo,fluente,ti - desenvolvimento/programação,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,gerente,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,gerente,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
especialista,,,analista,ensino superior completo,intermediário,,ti - sap-,clt cotas,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"cooperado, pj/autônomo",0,0,0,0
,,,júnior,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
